"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000022074","Tnfrsf10b","tumor necrosis factor receptor superfamily, member 10b [Source:MGI Symbol;Acc:MGI:1341090]"
"ENSMUSG00000090175","Ugt1a9","UDP glucuronosyltransferase 1 family, polypeptide A9 [Source:MGI Symbol;Acc:MGI:3576092]"
"ENSMUSG00000095765","Olfr741","olfactory receptor 741 [Source:MGI Symbol;Acc:MGI:3030575]"
"ENSMUSG00000073702","Rpl31","ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]"
"ENSMUSG00000069308","",""
"ENSMUSG00000025043","Dusp21","dual specificity phosphatase 21 [Source:MGI Symbol;Acc:MGI:1920797]"
"ENSMUSG00000057060","Slc35f3","solute carrier family 35, member F3 [Source:MGI Symbol;Acc:MGI:2444426]"
"ENSMUSG00000033187","BC016579","cDNA sequence, BC016579 [Source:MGI Symbol;Acc:MGI:2384848]"
"ENSMUSG00000051232","Tmem199","transmembrane protein 199 [Source:MGI Symbol;Acc:MGI:2144113]"
"ENSMUSG00000024737","Slc15a3","solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]"
"ENSMUSG00000042350","Arel1","apoptosis resistant E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1915747]"
"ENSMUSG00000044649","Krtap4-2","keratin associated protein 4-2 [Source:MGI Symbol;Acc:MGI:1915923]"
"ENSMUSG00000033837","Foxh1","forkhead box H1 [Source:MGI Symbol;Acc:MGI:1347465]"
"ENSMUSG00000047284","Neurl4","neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092]"
"ENSMUSG00000040055","Gjb6","gap junction protein, beta 6 [Source:MGI Symbol;Acc:MGI:107588]"
"ENSMUSG00000003299","Mrpl4","mitochondrial ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:2137210]"
"ENSMUSG00000027517","Ankrd60","ankyrin repeat domain 60 [Source:MGI Symbol;Acc:MGI:1917315]"
"ENSMUSG00000058114","",""
"ENSMUSG00000100512","Ovol3","ovo like zinc finger 3 [Source:MGI Symbol;Acc:MGI:2388075]"
"ENSMUSG00000046709","Mapk10","mitogen-activated protein kinase 10 [Source:MGI Symbol;Acc:MGI:1346863]"
"ENSMUSG00000001943","Vsig2","V-set and immunoglobulin domain containing 2 [Source:MGI Symbol;Acc:MGI:1928009]"
"ENSMUSG00000026715","Serpinc1","serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1 [Source:MGI Symbol;Acc:MGI:88095]"
"ENSMUSG00000041559","Fmod","fibromodulin [Source:MGI Symbol;Acc:MGI:1328364]"
"ENSMUSG00000070594","Gm4788","predicted gene 4788 [Source:MGI Symbol;Acc:MGI:3646434]"
"ENSMUSG00000048478","Spata33","spermatogenesis associated 33 [Source:MGI Symbol;Acc:MGI:2444920]"
"ENSMUSG00000028367","Txn1","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"
"ENSMUSG00000008429","Herpud2","HERPUD family member 2 [Source:MGI Symbol;Acc:MGI:1915393]"
"ENSMUSG00000063884","Ptcd3","pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"
"ENSMUSG00000071266","Zfp946","zinc finger protein 946 [Source:MGI Symbol;Acc:MGI:1921399]"
"ENSMUSG00000028688","Toe1","target of EGR1, member 1 (nuclear) [Source:MGI Symbol;Acc:MGI:1915526]"
"ENSMUSG00000107573","Olfr1389","olfactory receptor 1389 [Source:MGI Symbol;Acc:MGI:3031223]"
"ENSMUSG00000060556","Olfr1418","olfactory receptor 1418 [Source:MGI Symbol;Acc:MGI:3031252]"
"ENSMUSG00000075165","Olfr1105","olfactory receptor 1105 [Source:MGI Symbol;Acc:MGI:3030939]"
"ENSMUSG00000051788","4930564D02Rik","RIKEN cDNA 4930564D02 gene [Source:MGI Symbol;Acc:MGI:1922519]"
"ENSMUSG00000041681","Iapp","islet amyloid polypeptide [Source:MGI Symbol;Acc:MGI:96382]"
"ENSMUSG00000004929","Thop1","thimet oligopeptidase 1 [Source:MGI Symbol;Acc:MGI:1354165]"
"ENSMUSG00000034219","Sept14","septin 14 [Source:MGI Symbol;Acc:MGI:1921472]"
"ENSMUSG00000020611","Gna13","guanine nucleotide binding protein, alpha 13 [Source:MGI Symbol;Acc:MGI:95768]"
"ENSMUSG00000048856","Slc25a47","solute carrier family 25, member 47 [Source:MGI Symbol;Acc:MGI:2144766]"
"ENSMUSG00000028497","Hacd4","3-hydroxyacyl-CoA dehydratase 4 [Source:MGI Symbol;Acc:MGI:1914025]"
"ENSMUSG00000028138","Adh5","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]"
"ENSMUSG00000022528","Hes1","hairy and enhancer of split 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104853]"
"ENSMUSG00000078117","Gm16485","predicted gene 16485 [Source:MGI Symbol;Acc:MGI:3642771]"
"ENSMUSG00000057464","Olfr1415","olfactory receptor 1415 [Source:MGI Symbol;Acc:MGI:3031249]"
"ENSMUSG00000022710","Usp7","ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061]"
"ENSMUSG00000030313","Dennd5b","DENN/MADD domain containing 5B [Source:MGI Symbol;Acc:MGI:2444273]"
"ENSMUSG00000026878","Rab14","RAB14, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915615]"
"ENSMUSG00000004849","Ap1s1","adaptor protein complex AP-1, sigma 1 [Source:MGI Symbol;Acc:MGI:1098244]"
"ENSMUSG00000022370","Mrpl13","mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]"
"ENSMUSG00000038187","Btbd10","BTB (POZ) domain containing 10 [Source:MGI Symbol;Acc:MGI:1916065]"
"ENSMUSG00000032382","Snx1","sorting nexin 1 [Source:MGI Symbol;Acc:MGI:1928395]"
"ENSMUSG00000033740","St18","suppression of tumorigenicity 18 [Source:MGI Symbol;Acc:MGI:2446700]"
"ENSMUSG00000002900","Lamb1","laminin B1 [Source:MGI Symbol;Acc:MGI:96743]"
"ENSMUSG00000014195","Dnajc7","DnaJ heat shock protein family (Hsp40) member C7 [Source:MGI Symbol;Acc:MGI:1928373]"
"ENSMUSG00000052087","Rgs14","regulator of G-protein signaling 14 [Source:MGI Symbol;Acc:MGI:1859709]"
"ENSMUSG00000057163","Prss2","protease, serine 2 [Source:MGI Symbol;Acc:MGI:102759]"
"ENSMUSG00000095253","Zfp799","zinc finger protein 799 [Source:MGI Symbol;Acc:MGI:2443934]"
"ENSMUSG00000019039","Dalrd3","DALR anticodon binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1915039]"
"ENSMUSG00000070388","Fbxo39","F-box protein 39 [Source:MGI Symbol;Acc:MGI:3505735]"
"ENSMUSG00000001014","Icam4","intercellular adhesion molecule 4, Landsteiner-Wiener blood group [Source:MGI Symbol;Acc:MGI:1925619]"
"ENSMUSG00000038115","Ano2","anoctamin 2 [Source:MGI Symbol;Acc:MGI:2387214]"
"ENSMUSG00000070371","Prss36","protease, serine 36 [Source:MGI Symbol;Acc:MGI:1924863]"
"ENSMUSG00000002210","Smg9","smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]"
"ENSMUSG00000032462","Pik3cb","phosphatidylinositol 3-kinase, catalytic, beta polypeptide [Source:MGI Symbol;Acc:MGI:1922019]"
"ENSMUSG00000001630","Stk38l","serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]"
"ENSMUSG00000033773","Rpap2","RNA polymerase II associated protein 2 [Source:MGI Symbol;Acc:MGI:2141142]"
"ENSMUSG00000074627","Mroh8","maestro heat-like repeat family member 8 [Source:MGI Symbol;Acc:MGI:3603828]"
"ENSMUSG00000030972","Acsm5","acyl-CoA synthetase medium-chain family member 5 [Source:MGI Symbol;Acc:MGI:2444086]"
"ENSMUSG00000003476","Crhr2","corticotropin releasing hormone receptor 2 [Source:MGI Symbol;Acc:MGI:894312]"
"ENSMUSG00000025437","Usp33","ubiquitin specific peptidase 33 [Source:MGI Symbol;Acc:MGI:2159711]"
"ENSMUSG00000018287","Spag7","sperm associated antigen 7 [Source:MGI Symbol;Acc:MGI:107380]"
"ENSMUSG00000020701","Tmem132e","transmembrane protein 132E [Source:MGI Symbol;Acc:MGI:2685490]"
"ENSMUSG00000020651","Slc26a4","solute carrier family 26, member 4 [Source:MGI Symbol;Acc:MGI:1346029]"
"ENSMUSG00000039428","Tmem135","transmembrane protein 135 [Source:MGI Symbol;Acc:MGI:1920009]"
"ENSMUSG00000034000","Neu4","sialidase 4 [Source:MGI Symbol;Acc:MGI:2661364]"
"ENSMUSG00000023019","Gpd1","glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:MGI Symbol;Acc:MGI:95679]"
"ENSMUSG00000094724","",""
"ENSMUSG00000025573","6030468B19Rik","RIKEN cDNA 6030468B19 gene [Source:MGI Symbol;Acc:MGI:1924977]"
"ENSMUSG00000054277","Arfgap3","ADP-ribosylation factor GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:1913501]"
"ENSMUSG00000043461","Sptssb","serine palmitoyltransferase, small subunit B [Source:MGI Symbol;Acc:MGI:1913433]"
"ENSMUSG00000045639","Zfp629","zinc finger protein 629 [Source:MGI Symbol;Acc:MGI:2444524]"
"ENSMUSG00000103770","Pcdha9","protocadherin alpha 9 [Source:MGI Symbol;Acc:MGI:2447322]"
"ENSMUSG00000039286","Fndc3b","fibronectin type III domain containing 3B [Source:MGI Symbol;Acc:MGI:1919257]"
"ENSMUSG00000003345","Csnk1g2","casein kinase 1, gamma 2 [Source:MGI Symbol;Acc:MGI:1920014]"
"ENSMUSG00000042816","Gpr151","G protein-coupled receptor 151 [Source:MGI Symbol;Acc:MGI:2441887]"
"ENSMUSG00000082482","H2afb2","H2A histone family, member B2 [Source:MGI Symbol;Acc:MGI:3644980]"
"ENSMUSG00000022111","Uchl3","ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Source:MGI Symbol;Acc:MGI:1355274]"
"ENSMUSG00000035637","Grhpr","glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]"
"ENSMUSG00000089840","Gm4491","predicted gene 4491 [Source:MGI Symbol;Acc:MGI:3782676]"
"ENSMUSG00000039345","Mettl22","methyltransferase like 22 [Source:MGI Symbol;Acc:MGI:2384301]"
"ENSMUSG00000039201","Tbc1d25","TBC1 domain family, member 25 [Source:MGI Symbol;Acc:MGI:2444862]"
"ENSMUSG00000020703","5530401A14Rik","RIKEN cDNA 5530401A14 gene [Source:MGI Symbol;Acc:MGI:1918638]"
"ENSMUSG00000052751","Repin1","replication initiator 1 [Source:MGI Symbol;Acc:MGI:1889817]"
"ENSMUSG00000028255","Clca1","chloride channel accessory 1 [Source:MGI Symbol;Acc:MGI:1346342]"
"ENSMUSG00000021368","Tbc1d7","TBC1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1914296]"
"ENSMUSG00000056880","Gadl1","glutamate decarboxylase-like 1 [Source:MGI Symbol;Acc:MGI:1920998]"
"ENSMUSG00000027315","Spint1","serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]"
"ENSMUSG00000024044","Epb41l3","erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008]"
"ENSMUSG00000039934","Gsap","gamma-secretase activating protein [Source:MGI Symbol;Acc:MGI:2442259]"
"ENSMUSG00000032172","Olfm2","olfactomedin 2 [Source:MGI Symbol;Acc:MGI:3045350]"
"ENSMUSG00000073987","Ggh","gamma-glutamyl hydrolase [Source:MGI Symbol;Acc:MGI:1329035]"
"ENSMUSG00000021846","Peli2","pellino 2 [Source:MGI Symbol;Acc:MGI:1891445]"
"ENSMUSG00000048996","Olfr1366","olfactory receptor 1366 [Source:MGI Symbol;Acc:MGI:3031200]"
"ENSMUSG00000053797","Krt16","keratin 16 [Source:MGI Symbol;Acc:MGI:96690]"
"ENSMUSG00000075028","Prdm11","PR domain containing 11 [Source:MGI Symbol;Acc:MGI:2685553]"
"ENSMUSG00000018761","Mpdu1","mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]"
"ENSMUSG00000017861","Mybl2","myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]"
"ENSMUSG00000040132","Svs2","seminal vesicle secretory protein 2 [Source:MGI Symbol;Acc:MGI:1858275]"
"ENSMUSG00000014496","Ankrd28","ankyrin repeat domain 28 [Source:MGI Symbol;Acc:MGI:2145661]"
"ENSMUSG00000029279","",""
"ENSMUSG00000036985","Zdhhc9","zinc finger, DHHC domain containing 9 [Source:MGI Symbol;Acc:MGI:2444393]"
"ENSMUSG00000069274","Hist1h4f","histone cluster 1, H4f [Source:MGI Symbol;Acc:MGI:2448425]"
"ENSMUSG00000022483","Col2a1","collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]"
"ENSMUSG00000025479","Cyp2e1","cytochrome P450, family 2, subfamily e, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88607]"
"ENSMUSG00000032726","Bmp8a","bone morphogenetic protein 8a [Source:MGI Symbol;Acc:MGI:104515]"
"ENSMUSG00000056270","Prr9","proline rich 9 [Source:MGI Symbol;Acc:MGI:1925680]"
"ENSMUSG00000028744","Pqlc2","PQ loop repeat containing 2 [Source:MGI Symbol;Acc:MGI:2384837]"
"ENSMUSG00000032308","Ulk3","unc-51-like kinase 3 [Source:MGI Symbol;Acc:MGI:1918992]"
"ENSMUSG00000013465","Nelfb","negative elongation factor complex member B [Source:MGI Symbol;Acc:MGI:1931035]"
"ENSMUSG00000025208","Mrpl43","mitochondrial ribosomal protein L43 [Source:MGI Symbol;Acc:MGI:2137229]"
"ENSMUSG00000016524","Il19","interleukin 19 [Source:MGI Symbol;Acc:MGI:1890472]"
"ENSMUSG00000023953","Polh","polymerase (DNA directed), eta (RAD 30 related) [Source:MGI Symbol;Acc:MGI:1891457]"
"ENSMUSG00000037337","Map4k1","mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882]"
"ENSMUSG00000039252","Lgi2","leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]"
"ENSMUSG00000056961","Olfr919","olfactory receptor 919 [Source:MGI Symbol;Acc:MGI:3030753]"
"ENSMUSG00000001819","Hoxd13","homeobox D13 [Source:MGI Symbol;Acc:MGI:96205]"
"ENSMUSG00000020656","Grhl1","grainyhead-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2182540]"
"ENSMUSG00000042750","Bex2","brain expressed X-linked 2 [Source:MGI Symbol;Acc:MGI:1338017]"
"ENSMUSG00000040118","Cacna2d1","calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]"
"ENSMUSG00000043629","1700019D03Rik","RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]"
"ENSMUSG00000078570","",""
"ENSMUSG00000042688","Mapk6","mitogen-activated protein kinase 6 [Source:MGI Symbol;Acc:MGI:1354946]"
"ENSMUSG00000040464","Gtpbp10","GTP-binding protein 10 (putative) [Source:MGI Symbol;Acc:MGI:2385599]"
"ENSMUSG00000108398","Gm30191","predicted gene, 30191 [Source:MGI Symbol;Acc:MGI:5589350]"
"ENSMUSG00000040612","Ildr2","immunoglobulin-like domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1196370]"
"ENSMUSG00000022751","Nit2","nitrilase family, member 2 [Source:MGI Symbol;Acc:MGI:1261838]"
"ENSMUSG00000049630","C1ql3","C1q-like 3 [Source:MGI Symbol;Acc:MGI:2387350]"
"ENSMUSG00000057691","Zfp746","zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478]"
"ENSMUSG00000024259","Slc25a46","solute carrier family 25, member 46 [Source:MGI Symbol;Acc:MGI:1914703]"
"ENSMUSG00000091212","Krtap11-1","keratin associated protein 11-1 [Source:MGI Symbol;Acc:MGI:99447]"
"ENSMUSG00000064179","Tnnt1","troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]"
"ENSMUSG00000041720","Pi4ka","phosphatidylinositol 4-kinase, catalytic, alpha polypeptide [Source:MGI Symbol;Acc:MGI:2448506]"
"ENSMUSG00000048787","Dcun1d3","DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2679003]"
"ENSMUSG00000025592","Dach2","dachshund 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1890446]"
"ENSMUSG00000056643","Chst13","carbohydrate (chondroitin 4) sulfotransferase 13 [Source:MGI Symbol;Acc:MGI:1919047]"
"ENSMUSG00000029536","Gatc","glutamyl-tRNA(Gln) amidotransferase, subunit C [Source:MGI Symbol;Acc:MGI:1923776]"
"ENSMUSG00000087687","Pet100","PET100 homolog [Source:MGI Symbol;Acc:MGI:3615306]"
"ENSMUSG00000106677","",""
"ENSMUSG00000053693","Mast1","microtubule associated serine/threonine kinase 1 [Source:MGI Symbol;Acc:MGI:1861901]"
"ENSMUSG00000038544","Inip","INTS3 and NABP interacting protein [Source:MGI Symbol;Acc:MGI:1913459]"
"ENSMUSG00000020108","Ddit4","DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]"
"ENSMUSG00000062528","Tas2r109","taste receptor, type 2, member 109 [Source:MGI Symbol;Acc:MGI:2681214]"
"ENSMUSG00000029598","Plbd2","phospholipase B domain containing 2 [Source:MGI Symbol;Acc:MGI:1919022]"
"ENSMUSG00000069303","",""
"ENSMUSG00000023952","Gtpbp2","GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138]"
"ENSMUSG00000064264","Zfp428","zinc finger protein 428 [Source:MGI Symbol;Acc:MGI:1916463]"
"ENSMUSG00000041313","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]"
"ENSMUSG00000028919","Arhgef19","Rho guanine nucleotide exchange factor (GEF) 19 [Source:MGI Symbol;Acc:MGI:1925912]"
"ENSMUSG00000100448","Gm14501","predicted gene 14501 [Source:MGI Symbol;Acc:MGI:3710586]"
"ENSMUSG00000052144","",""
"ENSMUSG00000051200","Olfr513","olfactory receptor 513 [Source:MGI Symbol;Acc:MGI:3030347]"
"ENSMUSG00000029276","Glmn","glomulin, FKBP associated protein [Source:MGI Symbol;Acc:MGI:2141180]"
"ENSMUSG00000017007","Rbpjl","recombination signal binding protein for immunoglobulin kappa J region-like [Source:MGI Symbol;Acc:MGI:1196616]"
"ENSMUSG00000064147","Rab44","RAB44, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:3045302]"
"ENSMUSG00000042985","Upk3b","uroplakin 3B [Source:MGI Symbol;Acc:MGI:2140882]"
"ENSMUSG00000031072","Oraov1","oral cancer overexpressed 1 [Source:MGI Symbol;Acc:MGI:1919534]"
"ENSMUSG00000009687","Fxyd5","FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]"
"ENSMUSG00000022428","Cby1","chibby homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1920989]"
"ENSMUSG00000051159","Cited1","Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:MGI Symbol;Acc:MGI:108023]"
"ENSMUSG00000054745","Gm9955","predicted gene 9955 [Source:MGI Symbol;Acc:MGI:3642397]"
"ENSMUSG00000002233","Rhoc","ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]"
"ENSMUSG00000074619","1700034I23Rik","RIKEN cDNA 1700034I23 gene [Source:MGI Symbol;Acc:MGI:1920547]"
"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2 [Source:MGI Symbol;Acc:MGI:2685925]"
"ENSMUSG00000068431","Olfr742","olfactory receptor 742 [Source:MGI Symbol;Acc:MGI:3030576]"
"ENSMUSG00000039515","Ptpa","protein phosphatase 2 protein activator [Source:MGI Symbol;Acc:MGI:1346006]"
"ENSMUSG00000058773","Hist1h1b","histone cluster 1, H1b [Source:MGI Symbol;Acc:MGI:1861461]"
"ENSMUSG00000029408","Abcb9","ATP-binding cassette, sub-family B (MDR/TAP), member 9 [Source:MGI Symbol;Acc:MGI:1861729]"
"ENSMUSG00000022657","Cd96","CD96 antigen [Source:MGI Symbol;Acc:MGI:1934368]"
"ENSMUSG00000033981","Gria2","glutamate receptor, ionotropic, AMPA2 (alpha 2) [Source:MGI Symbol;Acc:MGI:95809]"
"ENSMUSG00000020170","Frs2","fibroblast growth factor receptor substrate 2 [Source:MGI Symbol;Acc:MGI:1100860]"
"ENSMUSG00000057982","Zfp809","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUSG00000027875","Hmgcs2","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]"
"ENSMUSG00000046697","Enpp7","ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:MGI Symbol;Acc:MGI:3027917]"
"ENSMUSG00000038456","Dennd2a","DENN/MADD domain containing 2A [Source:MGI Symbol;Acc:MGI:2444961]"
"ENSMUSG00000050312","Nsun3","NOL1/NOP2/Sun domain family member 3 [Source:MGI Symbol;Acc:MGI:2146565]"
"ENSMUSG00000027739","Rab33b","RAB33B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1330805]"
"ENSMUSG00000027466","Rbck1","RanBP-type and C3HC4-type zinc finger containing 1 [Source:MGI Symbol;Acc:MGI:1344372]"
"ENSMUSG00000028847","Trappc3","trafficking protein particle complex 3 [Source:MGI Symbol;Acc:MGI:1351486]"
"ENSMUSG00000090137","",""
"ENSMUSG00000002384","Bmp8b","bone morphogenetic protein 8b [Source:MGI Symbol;Acc:MGI:107335]"
"ENSMUSG00000049871","Nlrc3","NLR family, CARD domain containing 3 [Source:MGI Symbol;Acc:MGI:2444070]"
"ENSMUSG00000090132","Cypt2","cysteine-rich perinuclear theca 2 [Source:MGI Symbol;Acc:MGI:2676331]"
"ENSMUSG00000027843","Ptpn22","protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:MGI Symbol;Acc:MGI:107170]"
"ENSMUSG00000028409","Smu1","smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1915546]"
"ENSMUSG00000053310","Nrgn","neurogranin [Source:MGI Symbol;Acc:MGI:1927184]"
"ENSMUSG00000040234","Tm7sf3","transmembrane 7 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914873]"
"ENSMUSG00000021257","Angel1","angel homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1915987]"
"ENSMUSG00000047945","Marcksl1","MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143]"
"ENSMUSG00000096687","",""
"ENSMUSG00000021365","Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]"
"ENSMUSG00000044949","Ubtd2","ubiquitin domain containing 2 [Source:MGI Symbol;Acc:MGI:2444752]"
"ENSMUSG00000054905","Stfa3","stefin A3 [Source:MGI Symbol;Acc:MGI:106196]"
"ENSMUSG00000035799","Twist1","twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]"
"ENSMUSG00000061474","Mrps36","mitochondrial ribosomal protein S36 [Source:MGI Symbol;Acc:MGI:1913378]"
"ENSMUSG00000032041","Tirap","toll-interleukin 1 receptor (TIR) domain-containing adaptor protein [Source:MGI Symbol;Acc:MGI:2152213]"
"ENSMUSG00000027936","Crtc2","CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]"
"ENSMUSG00000009741","Ubp1","upstream binding protein 1 [Source:MGI Symbol;Acc:MGI:104889]"
"ENSMUSG00000031111","",""
"ENSMUSG00000025507","Pidd1","p53 induced death domain protein 1 [Source:MGI Symbol;Acc:MGI:1889507]"
"ENSMUSG00000030695","Aldoa","aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]"
"ENSMUSG00000051528","Olfr424","olfactory receptor 424 [Source:MGI Symbol;Acc:MGI:3030258]"
"ENSMUSG00000056973","Ces1d","carboxylesterase 1D [Source:MGI Symbol;Acc:MGI:2148202]"
"ENSMUSG00000028962","Slc4a2","solute carrier family 4 (anion exchanger), member 2 [Source:MGI Symbol;Acc:MGI:109351]"
"ENSMUSG00000079260","Tmppe","transmembrane protein with metallophosphoesterase domain [Source:MGI Symbol;Acc:MGI:5317335]"
"ENSMUSG00000005982","Naa60","N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]"
"ENSMUSG00000030402","Ppm1n","protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative) [Source:MGI Symbol;Acc:MGI:2142330]"
"ENSMUSG00000091844","Gm8251","predicted gene 8251 [Source:MGI Symbol;Acc:MGI:3647616]"
"ENSMUSG00000021028","Mbip","MAP3K12 binding inhibitory protein 1 [Source:MGI Symbol;Acc:MGI:1918320]"
"ENSMUSG00000023336","Wfdc1","WAP four-disulfide core domain 1 [Source:MGI Symbol;Acc:MGI:1915116]"
"ENSMUSG00000027446","9230104L09Rik","RIKEN cDNA 9230104L09 gene [Source:MGI Symbol;Acc:MGI:1924955]"
"ENSMUSG00000046435","",""
"ENSMUSG00000038205","Prkab2","protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1336185]"
